text;language;label;cleaned_text;tokens
Students who practice self-discipline achieve better academic outcomes.;english;clean;students practice selfdiscipline achieve better academic outcomes;['students', 'practice', 'selfdiscipline', 'achieve', 'better', 'academic', 'outcomes']
مجنون;arabic;toxic;مجنون;['مجنون']
Your contributions have consistently exceeded expectations, and your commitment to excellence is truly worthy of recognition.;english;clean;contributions consistently exceeded expectations commitment excellence truly worthy recognition;['contributions', 'consistently', 'exceeded', 'expectations', 'commitment', 'excellence', 'truly', 'worthy', 'recognition']
مهارات إبداعية;arabic;clean;مهارات ابداعيه;['مهارات', 'ابداعيه']
Recognizing and celebrating team milestones reinforces motivation.;english;clean;recognizing celebrating team milestones reinforces motivation;['recognizing', 'celebrating', 'team', 'milestones', 'reinforces', 'motivation']
مضيع;arabic;toxic;مضيع;['مضيع']
Documenting responses to inquiries ensures reference and learning.;english;clean;documenting responses inquiries ensures reference learning;['documenting', 'responses', 'inquiries', 'ensures', 'reference', 'learning']
In the education sector, what opportunities exist for new graduates to gain teaching or administrative experienglishce? How can graduates adapt modern digital tools to englishhance learning outcomes, and what challenglishges do they face in bridging the gap betweenglish theory and practice?;english;clean;education sector opportunities exist new graduates gain teaching administrative experienglishce graduates adapt modern digital tools englishhance learning outcomes challenglishges face bridging gap betweenglish theory practice;['education', 'sector', 'opportunities', 'exist', 'new', 'graduates', 'gain', 'teaching', 'administrative', 'experienglishce', 'graduates', 'adapt', 'modern', 'digital', 'tools', 'englishhance', 'learning', 'outcomes', 'challenglishges', 'face', 'bridging', 'gap', 'betweenglish', 'theory', 'practice']
Learning to communicate clearly increases interview success.;english;clean;learning communicate clearly increases interview success;['learning', 'communicate', 'clearly', 'increases', 'interview', 'success']
مهارات تعليم;arabic;clean;مهارات تعليم;['مهارات', 'تعليم']
inspiring;english;clean;inspiring;['inspiring']
ما هي خطوات التخطيط المهني طويل المدى؟;arabic;clean;خطوات التخطيط المهني طويل المدي;['خطوات', 'التخطيط', 'المهني', 'طويل', 'المدي']
تنمية;arabic;clean;تنميه;['تنميه']
You are not cooperative with others.;english;toxic;cooperative others;['cooperative', 'others']
ما الفرق بين العمل الحر والعمل ضمن مؤسسة؟;arabic;clean;الفرق العمل الحر والعمل ضمن موسسه;['الفرق', 'العمل', 'الحر', 'والعمل', 'ضمن', 'موسسه']
Accountability-standard;english;clean;accountabilitystandard;['accountabilitystandard']
Performance evaluation motivates employees to improve performance;english;clean;performance evaluation motivates employees improve performance;['performance', 'evaluation', 'motivates', 'employees', 'improve', 'performance']
أنت تقلل من شأن أي شخص.;arabic;toxic;انت تقلل شان اي شخص;['انت', 'تقلل', 'شان', 'اي', 'شخص']
الالتزام بالمواعيد مهم جدًا;arabic;clean;الالتزام بالمواعيد مهم جدا;['الالتزام', 'بالمواعيد', 'مهم', 'جدا']
atqan [barnameg/ada mo7addadah];mixed;clean;atqan barnamegada mo7addadah;['atqan', 'barnamegada', 'mo7addadah']
night;english;clean;night;['night']
حاول تحافظ على هدوئك لو المشكلة ضاغطة أو مستعصية.;arabic;clean;حاول تحافظ علي هدويك المشكله ضاغطه او مستعصيه;['حاول', 'تحافظ', 'علي', 'هدويك', 'المشكله', 'ضاغطه', 'او', 'مستعصيه']
eshra7 aktar;mixed;clean;eshra7 aktar;['eshra7', 'aktar']
حاول تبني عادات كويسة تساعدك على النجاح الطويل المدى.;arabic;clean;حاول تبني عادات كويسه تساعدك علي النجاح الطويل المدي;['حاول', 'تبني', 'عادات', 'كويسه', 'تساعدك', 'علي', 'النجاح', 'الطويل', 'المدي']
Benglishchmark;english;clean;benglishchmark;['benglishchmark']
إدارة مشروع;arabic;clean;اداره مشروع;['اداره', 'مشروع']
مشرف نظام;arabic;clean;مشرف نظام;['مشرف', 'نظام']
المراجع تعزز مصداقية الطلبات والبورتفوليو.;arabic;clean;المراجع تعزز مصداقيه الطلبات والبورتفوليو;['المراجع', 'تعزز', 'مصداقيه', 'الطلبات', 'والبورتفوليو']
I am confident in my knowledge and skills;english;clean;confident knowledge skills;['confident', 'knowledge', 'skills']
مدخلات;arabic;clean;مدخلات;['مدخلات']
debate;english;clean;debate;['debate']
أحسنت عملاً;arabic;clean;احسنت عملا;['احسنت', 'عملا']
المشروع ده من أفضل المشاريع اللي شفتها، كل خطوة واضحة ومنظمة، واجهنا تحديات كبيرة لكن الفريق تعاون وابتكر حلول فعالة، الأدوات كانت متاحة وسهلة الاستخدام، والمدربون شرحوا كل جزء بالتفصيل، والنتيجة كانت تجربة تعليمية غنية جدًا.;arabic;clean;المشروع ده افضل المشاريع اللي شفتها خطوه واضحه ومنظمه واجهنا تحديات كبيره الفريق تعاون وابتكر حلول فعاله الادوات كانت متاحه وسهله الاستخدام والمدربون شرحوا جزء بالتفصيل والنتيجه كانت تجربه تعليميه غنيه جدا;['المشروع', 'ده', 'افضل', 'المشاريع', 'اللي', 'شفتها', 'خطوه', 'واضحه', 'ومنظمه', 'واجهنا', 'تحديات', 'كبيره', 'الفريق', 'تعاون', 'وابتكر', 'حلول', 'فعاله', 'الادوات', 'كانت', 'متاحه', 'وسهله', 'الاستخدام', 'والمدربون', 'شرحوا', 'جزء', 'بالتفصيل', 'والنتيجه', 'كانت', 'تجربه', 'تعليميه', 'غنيه', 'جدا']
I realized that every minute of the day was an opportunity to improve myself.;english;clean;realized every minute day opportunity improve;['realized', 'every', 'minute', 'day', 'opportunity', 'improve']
إيمان;arabic;clean;ايمان;['ايمان']
laday sagl najah fe el injazat;mixed;clean;laday sagl najah fe el injazat;['laday', 'sagl', 'najah', 'fe', 'el', 'injazat']
خليك محترم في كل تعاملاتك مع الزملاء.;arabic;clean;خليك محترم تعاملاتك الزملاء;['خليك', 'محترم', 'تعاملاتك', 'الزملاء']
Your dedication and focus have produced excellent results.;english;clean;dedication focus produced excellent results;['dedication', 'focus', 'produced', 'excellent', 'results']
data structure;english;clean;data structure;['data', 'structure']
أنت تهمل عملك بشكل مستمر.;arabic;toxic;انت تهمل عملك بشكل مستمر;['انت', 'تهمل', 'عملك', 'بشكل', 'مستمر']
tahseen_el_intaj;mixed;clean;tahseenelintaj;['tahseenelintaj']
خليك مستعد تعمل مجهود إضافي لو محتاج توصل لأهدافك.;arabic;clean;خليك مستعد تعمل مجهود اضافي محتاج توصل لاهدافك;['خليك', 'مستعد', 'تعمل', 'مجهود', 'اضافي', 'محتاج', 'توصل', 'لاهدافك']
send me the details;english;clean;send details;['send', 'details']
Summer training helps you get familiar with the work environment;english;clean;summer training helps get familiar work environment;['summer', 'training', 'helps', 'get', 'familiar', 'work', 'environment']
You act without thinking.;english;toxic;act without thinking;['act', 'without', 'thinking']
Team management;english;clean;team management;['team', 'management']
Learning to demonstrate achievements effectively enhances employability.;english;clean;learning demonstrate achievements effectively enhances employability;['learning', 'demonstrate', 'achievements', 'effectively', 'enhances', 'employability']
egotistical;english;toxic;egotistical;['egotistical']
تسويق رقمي;arabic;clean;تسويق رقمي;['تسويق', 'رقمي']
building;english;clean;building;['building']
إيه الاستراتيجيات اللي ممكن تساعد خريجين العلوم يكتسبوا خبرة بحثية، ينشروا أوراق، أو يحضروا مؤتمرات ويكونوا جذابين لأصحاب الشغل؟;arabic;clean;ايه الاستراتيجيات اللي ممكن تساعد خريجين العلوم يكتسبوا خبره بحثيه ينشروا اوراق او يحضروا موتمرات ويكونوا جذابين لاصحاب الشغل;['ايه', 'الاستراتيجيات', 'اللي', 'ممكن', 'تساعد', 'خريجين', 'العلوم', 'يكتسبوا', 'خبره', 'بحثيه', 'ينشروا', 'اوراق', 'او', 'يحضروا', 'موتمرات', 'ويكونوا', 'جذابين', 'لاصحاب', 'الشغل']
Respond to questions calmly and clearly.;english;clean;respond questions calmly clearly;['respond', 'questions', 'calmly', 'clearly']
القيادة والإدارة,قائد فريق;arabic;clean;القياده والادارهقايد فريق;['القياده', 'والادارهقايد', 'فريق']
Learning software design patterns improves project quality.;english;clean;learning software design patterns improves project quality;['learning', 'software', 'design', 'patterns', 'improves', 'project', 'quality']
مختبر إلكترونيات;arabic;clean;مختبر الكترونيات;['مختبر', 'الكترونيات']
إدارة الوقت بفعالية تساعد الطلاب على تحقيق نتائج أفضل.;arabic;clean;اداره الوقت بفعاليه تساعد الطلاب علي تحقيق نتايج افضل;['اداره', 'الوقت', 'بفعاليه', 'تساعد', 'الطلاب', 'علي', 'تحقيق', 'نتايج', 'افضل']
إيه رأيكم في دور الجامعة في تجهيزنا لسوق الشغل؟ البرامج الحالية كفاية ولا محتاجين حاجات تانية؟;arabic;clean;ايه رايكم دور الجامعه تجهيزنا لسوق الشغل البرامج الحاليه كفايه محتاجين حاجات تانيه;['ايه', 'رايكم', 'دور', 'الجامعه', 'تجهيزنا', 'لسوق', 'الشغل', 'البرامج', 'الحاليه', 'كفايه', 'محتاجين', 'حاجات', 'تانيه']
Balancing studies and extracurricular activities develops time management.;english;clean;balancing studies extracurricular activities develops time management;['balancing', 'studies', 'extracurricular', 'activities', 'develops', 'time', 'management']
Scheduling high-priority work during peak concentration periods improves effectiveness.;english;clean;scheduling highpriority work peak concentration periods improves effectiveness;['scheduling', 'highpriority', 'work', 'peak', 'concentration', 'periods', 'improves', 'effectiveness']
Excellent performance, your dedication, creativity, and precision shine.;english;clean;excellent performance dedication creativity precision shine;['excellent', 'performance', 'dedication', 'creativity', 'precision', 'shine']
Policy Documenglisht;english;clean;policy documenglisht;['policy', 'documenglisht']
Promoting inclusivity allows diverse perspectives to enhance decision-making.;english;clean;promoting inclusivity allows diverse perspectives enhance decisionmaking;['promoting', 'inclusivity', 'allows', 'diverse', 'perspectives', 'enhance', 'decisionmaking']
أنت تتصرف بأنانية شديدة.;arabic;toxic;انت تتصرف بانانيه شديده;['انت', 'تتصرف', 'بانانيه', 'شديده']
يشارك في النقاشات;arabic;clean;يشارك النقاشات;['يشارك', 'النقاشات']
خلي عندك روتين محدد لبدء وإنهاء اليوم بانتظام.;arabic;clean;خلي عندك روتين محدد لبدء وانهاء اليوم بانتظام;['خلي', 'عندك', 'روتين', 'محدد', 'لبدء', 'وانهاء', 'اليوم', 'بانتظام']
Microphone;english;clean;microphone;['microphone']
عمل ممتاز في مشروع التخرج بتاعك!;arabic;clean;عمل ممتاز مشروع التخرج بتاعك;['عمل', 'ممتاز', 'مشروع', 'التخرج', 'بتاعك']
Power;english;clean;power;['power']
ما هي الطرق المثلى لإرسال المستندات والشهادات إلكترونيًا إلى الشركات أو برامج التدريب;arabic;clean;الطرق المثلي لارسال المستندات والشهادات الكترونيا الي الشركات او برامج التدريب;['الطرق', 'المثلي', 'لارسال', 'المستندات', 'والشهادات', 'الكترونيا', 'الي', 'الشركات', 'او', 'برامج', 'التدريب']
الأعزاء;arabic;clean;الاعزاء;['الاعزاء']
Your repeated failures and lack of initiative are unacceptable.;english;toxic;repeated failures lack initiative unacceptable;['repeated', 'failures', 'lack', 'initiative', 'unacceptable']
مبروك على إتمام مشروع التخرج!;arabic;clean;مبروك علي اتمام مشروع التخرج;['مبروك', 'علي', 'اتمام', 'مشروع', 'التخرج']
أتمنى أن يكون التواصل بيننا دائماً إيجابياً وبنّاءً.;arabic;clean;اتمني ان يكون التواصل بيننا دايما ايجابيا وبناء;['اتمني', 'ان', 'يكون', 'التواصل', 'بيننا', 'دايما', 'ايجابيا', 'وبناء']
Building expertise through certifications strengthens employability in specialized fields.;english;clean;building expertise certifications strengthens employability specialized fields;['building', 'expertise', 'certifications', 'strengthens', 'employability', 'specialized', 'fields']
اشتغلت مع زملاء في مشروع طويل، اتعلمنا نحل مشاكل بعض، ونكمل المهام قبل ميعاد التسليم.;arabic;clean;اشتغلت زملاء مشروع طويل اتعلمنا نحل مشاكل ونكمل المهام ميعاد التسليم;['اشتغلت', 'زملاء', 'مشروع', 'طويل', 'اتعلمنا', 'نحل', 'مشاكل', 'ونكمل', 'المهام', 'ميعاد', 'التسليم']
Excellent job, your attention to detail and quality is impressive.;english;clean;excellent job attention detail quality impressive;['excellent', 'job', 'attention', 'detail', 'quality', 'impressive']
تمام أوي;arabic;clean;تمام اوي;['تمام', 'اوي']
Setting project deadlines motivates timely task completion.;english;clean;setting project deadlines motivates timely task completion;['setting', 'project', 'deadlines', 'motivates', 'timely', 'task', 'completion']
لذيذ;arabic;clean;لذيذ;['لذيذ']
I realized that every minute was a chance to learn something new, making the day very productive.;english;clean;realized every minute chance learn something new making day productive;['realized', 'every', 'minute', 'chance', 'learn', 'something', 'new', 'making', 'day', 'productive']
Use innovation tools like brainstorming or mind mapping.;english;clean;use innovation tools like brainstorming mind mapping;['use', 'innovation', 'tools', 'like', 'brainstorming', 'mind', 'mapping']
مهام;arabic;clean;مهام;['مهام']
Mobile;english;clean;mobile;['mobile']
How can critical thinking skills be developed to solve work problems?;english;clean;critical thinking skills developed solve work problems;['critical', 'thinking', 'skills', 'developed', 'solve', 'work', 'problems']
في التدريب الصيفي الهندسي، اتعرفت على استخدام برامج التصميم والمحاكاة، واشتغلت على مشروع عملي ساعدني أفهم أكتر عن الهندسة العملية;arabic;clean;التدريب الصيفي الهندسي اتعرفت علي استخدام برامج التصميم والمحاكاه واشتغلت علي مشروع عملي ساعدني افهم اكتر الهندسه العمليه;['التدريب', 'الصيفي', 'الهندسي', 'اتعرفت', 'علي', 'استخدام', 'برامج', 'التصميم', 'والمحاكاه', 'واشتغلت', 'علي', 'مشروع', 'عملي', 'ساعدني', 'افهم', 'اكتر', 'الهندسه', 'العمليه']
Testing englishvironmenglisht;english;clean;testing englishvironmenglisht;['testing', 'englishvironmenglisht']
I guess so;english;clean;guess;['guess']
بالنسبة لخريجين الطب، إزاي حضور مؤتمرات وورش طبية يزيد المعرفة والاتصالات المهنية؟;arabic;clean;بالنسبه لخريجين الطب ازاي حضور موتمرات وورش طبيه يزيد المعرفه والاتصالات المهنيه;['بالنسبه', 'لخريجين', 'الطب', 'ازاي', 'حضور', 'موتمرات', 'وورش', 'طبيه', 'يزيد', 'المعرفه', 'والاتصالات', 'المهنيه']
شركتنا تسعى دائماً إلى الابتكار من خلال الاستثمار في أحدث التقنيات وإدخال أساليب جديدة لتحسين الإنتاجية والجودة، مع الالتزام بمراقبة دقيقة لكل مرحلة من مراحل المشروع لضمان تحقيق أهداف العمل بكفاءة عالية ورضا كامل من العملاء.;arabic;clean;شركتنا تسعي دايما الي الابتكار خلال الاستثمار احدث التقنيات وادخال اساليب جديده لتحسين الانتاجيه والجوده الالتزام بمراقبه دقيقه لكل مرحله مراحل المشروع لضمان تحقيق اهداف العمل بكفاءه عاليه ورضا كامل العملاء;['شركتنا', 'تسعي', 'دايما', 'الي', 'الابتكار', 'خلال', 'الاستثمار', 'احدث', 'التقنيات', 'وادخال', 'اساليب', 'جديده', 'لتحسين', 'الانتاجيه', 'والجوده', 'الالتزام', 'بمراقبه', 'دقيقه', 'لكل', 'مرحله', 'مراحل', 'المشروع', 'لضمان', 'تحقيق', 'اهداف', 'العمل', 'بكفاءه', 'عاليه', 'ورضا', 'كامل', 'العملاء']
Efficiency improver;english;clean;efficiency improver;['efficiency', 'improver']
المشاركة في ورش عمل البرمجة تعزز الكفاءة العملية.;arabic;clean;المشاركه ورش عمل البرمجه تعزز الكفاءه العمليه;['المشاركه', 'ورش', 'عمل', 'البرمجه', 'تعزز', 'الكفاءه', 'العمليه']
مستوى الحزم;arabic;clean;مستوي الحزم;['مستوي', 'الحزم']
Productive;english;clean;productive;['productive']
Practicing analytical reasoning exercises strengthens problem-solving skills.;english;clean;practicing analytical reasoning exercises strengthens problemsolving skills;['practicing', 'analytical', 'reasoning', 'exercises', 'strengthens', 'problemsolving', 'skills']
Participating in professional networking sessions expands connections and opportunities.;english;clean;participating professional networking sessions expands connections opportunities;['participating', 'professional', 'networking', 'sessions', 'expands', 'connections', 'opportunities']
Coordination;english;clean;coordination;['coordination']
عامل;arabic;clean;عامل;['عامل']
take initiative;english;clean;take initiative;['take', 'initiative']
ميت;arabic;toxic;ميت;['ميت']
رابط;arabic;clean;رابط;['رابط']
maintenance building;english;clean;maintenance building;['maintenance', 'building']
Documenting project requirements ensures alignment with stakeholders.;english;clean;documenting project requirements ensures alignment stakeholders;['documenting', 'project', 'requirements', 'ensures', 'alignment', 'stakeholders']
شغل;arabic;clean;شغل;['شغل']
Dedicated;english;clean;dedicated;['dedicated']
openglish-minded;english;clean;openglishminded;['openglishminded']
اجتماع فريق;arabic;clean;اجتماع فريق;['اجتماع', 'فريق']
Focus on one task at a time instead of multitasking.;english;clean;focus one task time instead multitasking;['focus', 'one', 'task', 'time', 'instead', 'multitasking']
طابعة;arabic;clean;طابعه;['طابعه']
هل يمكنكم تقديم توجيه مهني؟;arabic;clean;يمكنكم تقديم توجيه مهني;['يمكنكم', 'تقديم', 'توجيه', 'مهني']
أتمنى لك الأفضل;arabic;clean;اتمني الافضل;['اتمني', 'الافضل']
Respect everyone even when disagreements occur.;english;clean;respect everyone even disagreements occur;['respect', 'everyone', 'even', 'disagreements', 'occur']
الأعياد;arabic;clean;الاعياد;['الاعياد']
openglishing;english;clean;openglishing;['openglishing']
Time tracking;english;clean;time tracking;['time', 'tracking']
ممارسة البرمجة النظيفة والتوثيق تحسن الصيانة.;arabic;clean;ممارسه البرمجه النظيفه والتوثيق تحسن الصيانه;['ممارسه', 'البرمجه', 'النظيفه', 'والتوثيق', 'تحسن', 'الصيانه']
You consistently exceed expectations, your dedication is impressive.;english;clean;consistently exceed expectations dedication impressive;['consistently', 'exceed', 'expectations', 'dedication', 'impressive']
يجب أن تكون المراجع حديثة وقابلة للتحقق لضمان المصداقية.;arabic;clean;يجب ان تكون المراجع حديثه وقابله للتحقق لضمان المصداقيه;['يجب', 'ان', 'تكون', 'المراجع', 'حديثه', 'وقابله', 'للتحقق', 'لضمان', 'المصداقيه']
Team Management;english;clean;team management;['team', 'management']
تجميع البيانات بدقة يضمن نتائج تحليل موثوقة.;arabic;clean;تجميع البيانات بدقه يضمن نتايج تحليل موثوقه;['تجميع', 'البيانات', 'بدقه', 'يضمن', 'نتايج', 'تحليل', 'موثوقه']
ملخص;arabic;clean;ملخص;['ملخص']
Following checklists reduces the likelihood of oversight.;english;clean;following checklists reduces likelihood oversight;['following', 'checklists', 'reduces', 'likelihood', 'oversight']
impatienglisht;english;toxic;impatienglisht;['impatienglisht']
المشروع رائع، التصميم سلس وواضح، وكل خطوة فيها هدف، وكمان حسيت إن الجزء العملي ساعدني أطبق كل الأفكار عمليًا بدون أي صعوبة.;arabic;clean;المشروع رايع التصميم سلس وواضح وكل خطوه هدف وكمان حسيت ان الجزء العملي ساعدني اطبق الافكار عمليا بدون اي صعوبه;['المشروع', 'رايع', 'التصميم', 'سلس', 'وواضح', 'وكل', 'خطوه', 'هدف', 'وكمان', 'حسيت', 'ان', 'الجزء', 'العملي', 'ساعدني', 'اطبق', 'الافكار', 'عمليا', 'بدون', 'اي', 'صعوبه']
الورشة كانت ممتعة جدًا، اشتغلت على مشاريع عملية، تعلمت مهارات جديدة، الفريق كان متعاون وودود، الجو العام مشجع على التعلم، والمدربون صبورين وشرحوا كل جزء بالتفصيل، حسيت أن كل يوم فرصة لتطوير نفسي عمليًا.;arabic;clean;الورشه كانت ممتعه جدا اشتغلت علي مشاريع عمليه تعلمت مهارات جديده الفريق متعاون وودود الجو العام مشجع علي التعلم والمدربون صبورين وشرحوا جزء بالتفصيل حسيت ان يوم فرصه لتطوير نفسي عمليا;['الورشه', 'كانت', 'ممتعه', 'جدا', 'اشتغلت', 'علي', 'مشاريع', 'عمليه', 'تعلمت', 'مهارات', 'جديده', 'الفريق', 'متعاون', 'وودود', 'الجو', 'العام', 'مشجع', 'علي', 'التعلم', 'والمدربون', 'صبورين', 'وشرحوا', 'جزء', 'بالتفصيل', 'حسيت', 'ان', 'يوم', 'فرصه', 'لتطوير', 'نفسي', 'عمليا']
Growth;english;clean;growth;['growth']
I applied analytical thinking and data interpretation to improve processes, identify opportunities, and support decision-making.;english;clean;applied analytical thinking data interpretation improve processes identify opportunities support decisionmaking;['applied', 'analytical', 'thinking', 'data', 'interpretation', 'improve', 'processes', 'identify', 'opportunities', 'support', 'decisionmaking']
Encouraging collaboration in decision-making ensures commitment and effectiveness.;english;clean;encouraging collaboration decisionmaking ensures commitment effectiveness;['encouraging', 'collaboration', 'decisionmaking', 'ensures', 'commitment', 'effectiveness']
Time optimizer;english;clean;time optimizer;['time', 'optimizer']
decisive;english;clean;decisive;['decisive']
Owner;english;clean;owner;['owner']
كلية الحاسبات;arabic;clean;كليه الحاسبات;['كليه', 'الحاسبات']
We attended educational events, improving presentation and communication skills with others.;english;clean;attended educational events improving presentation communication skills others;['attended', 'educational', 'events', 'improving', 'presentation', 'communication', 'skills', 'others']
Time managemenglisht;english;clean;time managemenglisht;['time', 'managemenglisht']
نحن ملتزمون بالمتابعة;arabic;clean;ملتزمون بالمتابعه;['ملتزمون', 'بالمتابعه']
Using both improves learning outcomes and motivation.;english;clean;using improves learning outcomes motivation;['using', 'improves', 'learning', 'outcomes', 'motivation']
المشروع يحتاج إلى متابعة;arabic;clean;المشروع يحتاج الي متابعه;['المشروع', 'يحتاج', 'الي', 'متابعه']
Dark mode;english;clean;dark mode;['dark', 'mode']
مهارات كتابة;arabic;clean;مهارات كتابه;['مهارات', 'كتابه']
Developing problem-solving approaches increases adaptability.;english;clean;developing problemsolving approaches increases adaptability;['developing', 'problemsolving', 'approaches', 'increases', 'adaptability']
I want to ask you;english;clean;want ask;['want', 'ask']
متّكل;arabic;toxic;متكل;['متكل']
أتمنى يكون عندك علاقات تواصل قوية وبنّاءة مع الكل.;arabic;clean;اتمني يكون عندك علاقات تواصل قويه وبناءه الكل;['اتمني', 'يكون', 'عندك', 'علاقات', 'تواصل', 'قويه', 'وبناءه', 'الكل']
During my role in project management, I organized schedules, coordinated with multiple stakeholders, and ensured that deadlines were met efficiently.;english;clean;role project management organized schedules coordinated multiple stakeholders ensured deadlines met efficiently;['role', 'project', 'management', 'organized', 'schedules', 'coordinated', 'multiple', 'stakeholders', 'ensured', 'deadlines', 'met', 'efficiently']
program outline;english;clean;program outline;['program', 'outline']
solution;english;clean;solution;['solution']
It’s exhausting having to constantly compensate for your negligence.;english;toxic;exhausting constantly compensate negligence;['exhausting', 'constantly', 'compensate', 'negligence']
البروز;arabic;clean;البروز;['البروز']
Hardworking;english;clean;hardworking;['hardworking']
Success starts with a small step;english;clean;success starts small step;['success', 'starts', 'small', 'step']
Professional;english;clean;professional;['professional']
Human Resources,HR Specialist;english;clean;human resourceshr specialist;['human', 'resourceshr', 'specialist']
النمو المهني;arabic;clean;النمو المهني;['النمو', 'المهني']
التوظيف عن بعد بيخلي العمل مرن;arabic;clean;التوظيف بيخلي العمل مرن;['التوظيف', 'بيخلي', 'العمل', 'مرن']
Self-learning fosters curiosity and continuous self-improvement.;english;clean;selflearning fosters curiosity continuous selfimprovement;['selflearning', 'fosters', 'curiosity', 'continuous', 'selfimprovement']
inadequately;english;toxic;inadequately;['inadequately']
كيف تختار التدريب أو الدورات المناسبة لتطوير مهاراتك؟;arabic;clean;تختار التدريب او الدورات المناسبه لتطوير مهاراتك;['تختار', 'التدريب', 'او', 'الدورات', 'المناسبه', 'لتطوير', 'مهاراتك']
Engaging in collaborative research enhances understanding and accuracy.;english;clean;engaging collaborative research enhances understanding accuracy;['engaging', 'collaborative', 'research', 'enhances', 'understanding', 'accuracy']
شغفك والتزامك لديهم القدرة على إلهام كل من حولك، وخلق بيئة مليئة بالتحفيز والإنجاز.;arabic;clean;شغفك والتزامك لديهم القدره علي الهام حولك وخلق بييه ملييه بالتحفيز والانجاز;['شغفك', 'والتزامك', 'لديهم', 'القدره', 'علي', 'الهام', 'حولك', 'وخلق', 'بييه', 'ملييه', 'بالتحفيز', 'والانجاز']
I participated in professional workshops and seminars, gaining new knowledge and improving my practical skills.;english;clean;participated professional workshops seminars gaining new knowledge improving practical skills;['participated', 'professional', 'workshops', 'seminars', 'gaining', 'new', 'knowledge', 'improving', 'practical', 'skills']
المشاريع الجماعية بتعلمك التعاون مع الفريق;arabic;clean;المشاريع الجماعيه بتعلمك التعاون الفريق;['المشاريع', 'الجماعيه', 'بتعلمك', 'التعاون', 'الفريق']
عائلة;arabic;clean;عايله;['عايله']
جودة الثقة بالنفس;arabic;clean;جوده الثقه بالنفس;['جوده', 'الثقه', 'بالنفس']
tomorrow;english;clean;tomorrow;['tomorrow']
في التدريب الصيفي، اتعلمت حاجات عملية كتير، اتعاملت مع ناس خبرة، واكتسبت مهارات جاهزة للعمل الحقيقي.;arabic;clean;التدريب الصيفي اتعلمت حاجات عمليه كتير اتعاملت ناس خبره واكتسبت مهارات جاهزه للعمل الحقيقي;['التدريب', 'الصيفي', 'اتعلمت', 'حاجات', 'عمليه', 'كتير', 'اتعاملت', 'ناس', 'خبره', 'واكتسبت', 'مهارات', 'جاهزه', 'للعمل', 'الحقيقي']
Collaborating with experienced professionals fosters skill development.;english;clean;collaborating experienced professionals fosters skill development;['collaborating', 'experienced', 'professionals', 'fosters', 'skill', 'development']
حاول توازن بين المهام العاجلة والمهمة لتجنب الضغط.;arabic;clean;حاول توازن المهام العاجله والمهمه لتجنب الضغط;['حاول', 'توازن', 'المهام', 'العاجله', 'والمهمه', 'لتجنب', 'الضغط']
الشبكات العصبية;arabic;clean;الشبكات العصبيه;['الشبكات', 'العصبيه']
تهانينا على التخرج، ونتمنى لك مستقبلاً مشرقاً ومليئاً بالفرص.;arabic;clean;تهانينا علي التخرج ونتمني مستقبلا مشرقا وملييا بالفرص;['تهانينا', 'علي', 'التخرج', 'ونتمني', 'مستقبلا', 'مشرقا', 'وملييا', 'بالفرص']
المشرف بيتواصل مع الإدارة العليا;arabic;clean;المشرف بيتواصل الاداره العليا;['المشرف', 'بيتواصل', 'الاداره', 'العليا']
I can’t believe how ineffective your work habits are on a daily basis.;english;toxic;cant believe ineffective work habits daily basis;['cant', 'believe', 'ineffective', 'work', 'habits', 'daily', 'basis']
Use tools and techniques that help generate new ideas.;english;clean;use tools techniques help generate new ideas;['use', 'tools', 'techniques', 'help', 'generate', 'new', 'ideas']
جدير بالثقة;arabic;clean;جدير بالثقه;['جدير', 'بالثقه']
opposing army;english;toxic;opposing army;['opposing', 'army']
الإثارة;arabic;clean;الاثاره;['الاثاره']
Tracking errors systematically helps prevent repetition and improves accuracy.;english;clean;tracking errors systematically helps prevent repetition improves accuracy;['tracking', 'errors', 'systematically', 'helps', 'prevent', 'repetition', 'improves', 'accuracy']
المهارات التحليلية بتفيد في المشاريع;arabic;clean;المهارات التحليليه بتفيد المشاريع;['المهارات', 'التحليليه', 'بتفيد', 'المشاريع']
I developed myself without even realizing it at first, and suddenly I found I had come a long way.;english;clean;developed without even realizing first suddenly found come long way;['developed', 'without', 'even', 'realizing', 'first', 'suddenly', 'found', 'come', 'long', 'way']
المهارات التحليلية بتخليك تحل المشكلات بسهولة;arabic;clean;المهارات التحليليه بتخليك تحل المشكلات بسهوله;['المهارات', 'التحليليه', 'بتخليك', 'تحل', 'المشكلات', 'بسهوله']
Online learning platforms provide flexibility and access to courses from anywhere.;english;clean;online learning platforms provide flexibility access courses anywhere;['online', 'learning', 'platforms', 'provide', 'flexibility', 'access', 'courses', 'anywhere']
el mosharaka fel masharee3 btzeed el e7sas bel mas2oolya.;mixed;clean;el mosharaka fel masharee3 btzeed el e7sas bel mas2oolya;['el', 'mosharaka', 'fel', 'masharee3', 'btzeed', 'el', 'e7sas', 'bel', 'mas2oolya']
hey;english;clean;hey;['hey']
Decision-making;english;clean;decisionmaking;['decisionmaking']
Concept;english;clean;concept;['concept']
Encouraging reflective practices strengthens team learning and improvement.;english;clean;encouraging reflective practices strengthens team learning improvement;['encouraging', 'reflective', 'practices', 'strengthens', 'team', 'learning', 'improvement']
