text;label;language;tokens
advantage;clean;en;['advantage']
opportunity;clean;en;['opportunity']
potential;clean;en;['potential']
challenge;clean;en;['challenge']
risk;clean;en;['risk']
solution;clean;en;['solution']
innovation;clean;en;['innovation']
creativity;clean;en;['creativity']
idea;clean;en;['idea']
concept;clean;en;['concept']
plan;clean;en;['plan']
strategy;clean;en;['strategy']
goal;clean;en;['goal']
objective;clean;en;['objective']
success;clean;en;['success']
achievement;clean;en;['achievement']
reward;clean;en;['reward']
recognition;clean;en;['recognition']
certificate;clean;en;['certificate']
honor;clean;en;['honor']
award;clean;en;['award']
promotion;clean;en;['promotion']
growth;clean;en;['growth']
progress;clean;en;['progress']
improvement;clean;en;['improvement']
dedication;clean;en;['dedication']
commitment;clean;en;['commitment']
ethics;clean;en;['ethics']
values;clean;en;['values']
integrity;clean;en;['integrity']
respect;clean;en;['respect']
خريج;clean;ar;['خريج']
طالب;clean;ar;['طالب']
ادمن;clean;ar;['ادمن']
ستاف;clean;ar;['ستاف']
جامعه;clean;ar;['جامعه']
كليه;clean;ar;['كليه']
تعليم;clean;ar;['تعليم']
تدريب;clean;ar;['تدريب']
شغل;clean;ar;['شغل']
شركه;clean;ar;['شركه']
فرصه;clean;ar;['فرصه']
تخرج;clean;ar;['تخرج']
تعلم;clean;ar;['تعلم']
نجاح;clean;ar;['نجاح']
تطوير;clean;ar;['تطوير']
مشاركه;clean;ar;['مشاركه']
خبره;clean;ar;['خبره']
مشروع;clean;ar;['مشروع']
مبادره;clean;ar;['مبادره']
ابتكار;clean;ar;['ابتكار']
تعاون;clean;ar;['تعاون']
ابداع;clean;ar;['ابداع']
تقدم;clean;ar;['تقدم']
تطويرذاتي;clean;ar;['تطويرذاتي']
تعليم مستمر;clean;ar;['تعليم', 'مستمر']
عمل جماعي;clean;ar;['عمل', 'جماعي']
تحفيز;clean;ar;['تحفيز']
قياده;clean;ar;['قياده']
اداره;clean;ar;['اداره']
اشراف;clean;ar;['اشراف']
تنظيم;clean;ar;['تنظيم']
مهاره;clean;ar;['مهاره']
احتراف;clean;ar;['احتراف']
تخطيط;clean;ar;['تخطيط']
تنفيذ;clean;ar;['تنفيذ']
بحث;clean;ar;['بحث']
تحليل;clean;ar;['تحليل']
عرض;clean;ar;['عرض']
تقييم;clean;ar;['تقييم']
تواصل;clean;ar;['تواصل']
شبكه;clean;ar;['شبكه']
تطوع;clean;ar;['تطوع']
انجاز;clean;ar;['انجاز']
ايجابيه;clean;ar;['ايجابيه']
تحسين;clean;ar;['تحسين']
تعليمالكتروني;clean;ar;['تعليمالكتروني']
محاضره;clean;ar;['محاضره']
ندوه;clean;ar;['ندوه']
ورشه;clean;ar;['ورشه']
موتمر;clean;ar;['موتمر']
تبادلمعرفه;clean;ar;['تبادلمعرفه']
مكتبه;clean;ar;['مكتبه']
مصادر;clean;ar;['مصادر']
دراسه;clean;ar;['دراسه']
واجب;clean;ar;['واجب']
اختبار;clean;ar;['اختبار']
امتحان;clean;ar;['امتحان']
مشرف;clean;ar;['مشرف']
طالبمتفوق;clean;ar;['طالبمتفوق']
طالبنشط;clean;ar;['طالبنشط']
نشاط;clean;ar;['نشاط']
فرق;clean;ar;['فرق']
جايزه;clean;ar;['جايزه']
منحه;clean;ar;['منحه']
منافسه;clean;ar;['منافسه']
مشاركهفعاله;clean;ar;['مشاركهفعاله']
توجيه;clean;ar;['توجيه']
ارشاد;clean;ar;['ارشاد']
استشاره;clean;ar;['استشاره']
استراتيجيه;clean;ar;['استراتيجيه']
الهام;clean;ar;['الهام']
تجربه;clean;ar;['تجربه']
مهاراتعمليه;clean;ar;['مهاراتعمليه']
تطبيق;clean;ar;['تطبيق']
حلمشكلات;clean;ar;['حلمشكلات']
تعليمتفاعلي;clean;ar;['تعليمتفاعلي']
تعليمعملي;clean;ar;['تعليمعملي']
تطويرمهني;clean;ar;['تطويرمهني']
تجربهعمليه;clean;ar;['تجربهعمليه']
تقييماداء;clean;ar;['تقييماداء']
مراجعه;clean;ar;['مراجعه']
تقرير;clean;ar;['تقرير']
خطه;clean;ar;['خطه']
مشروعنهايي;clean;ar;['مشروعنهايي']
بحثتطبيقي;clean;ar;['بحثتطبيقي']
ادارهوقت;clean;ar;['ادارهوقت']
تنميه;clean;ar;['تنميه']
تواصلفعال;clean;ar;['تواصلفعال']
توجيهمهني;clean;ar;['توجيهمهني']
ارشاداكاديمي;clean;ar;['ارشاداكاديمي']
تدريبعملي;clean;ar;['تدريبعملي']
تدريبمهني;clean;ar;['تدريبمهني']
فرصعمل;clean;ar;['فرصعمل']
توظيف;clean;ar;['توظيف']
انخراط;clean;ar;['انخراط']
خبرهعمليه;clean;ar;['خبرهعمليه']
مهاراتاجتماعيه;clean;ar;['مهاراتاجتماعيه']
مهاراتقياديه;clean;ar;['مهاراتقياديه']
ابداععلمي;clean;ar;['ابداععلمي']
ابتكارعملي;clean;ar;['ابتكارعملي']
حلمشكلاتفعلي;clean;ar;['حلمشكلاتفعلي']
اعدادمهني;clean;ar;['اعدادمهني']
تنظيمفعلي;clean;ar;['تنظيمفعلي']
تواصلاجتماعي;clean;ar;['تواصلاجتماعي']
تفاعل;clean;ar;['تفاعل']
مبادرهعمليه;clean;ar;['مبادرهعمليه']
مسووليه;clean;ar;['مسووليه']
التزام;clean;ar;['التزام']
اجتهاد;clean;ar;['اجتهاد']
نشاططلابي;clean;ar;['نشاططلابي']
فعاليه;clean;ar;['فعاليه']
مشاركهمجتمعيه;clean;ar;['مشاركهمجتمعيه']
دعماكاديمي;clean;ar;['دعماكاديمي']
توجيهاكاديمي;clean;ar;['توجيهاكاديمي']
تنميهذاتيه;clean;ar;['تنميهذاتيه']
استعداد;clean;ar;['استعداد']
تاهيل;clean;ar;['تاهيل']
تطويرمهارات;clean;ar;['تطويرمهارات']
تعزيزمعرفه;clean;ar;['تعزيزمعرفه']
فرصتدريب;clean;ar;['فرصتدريب']
تعليممستمر;clean;ar;['تعليممستمر']
تعليممفتوح;clean;ar;['تعليممفتوح']
مشاريعطلابيه;clean;ar;['مشاريعطلابيه']
ابتكارطلابي;clean;ar;['ابتكارطلابي']
ابداعطلابي;clean;ar;['ابداعطلابي']
مبادرهطلابيه;clean;ar;['مبادرهطلابيه']
حلابداعي;clean;ar;['حلابداعي']
تعليمتطبيقي;clean;ar;['تعليمتطبيقي']
تجربهتعليميه;clean;ar;['تجربهتعليميه']
مشروعتعليمي;clean;ar;['مشروعتعليمي']
مبادرهتعليميه;clean;ar;['مبادرهتعليميه']
دعمطلابي;clean;ar;['دعمطلابي']
تطويرطلابي;clean;ar;['تطويرطلابي']
تحفيزطلابي;clean;ar;['تحفيزطلابي']
تعاونطلابي;clean;ar;['تعاونطلابي']
قيادهطلابيه;clean;ar;['قيادهطلابيه']
تنظيمطلابي;clean;ar;['تنظيمطلابي']
تفاعلطلابي;clean;ar;['تفاعلطلابي']
ابداعطلابي;clean;ar;['ابداعطلابي']
ابداعمجتمعي;clean;ar;['ابداعمجتمعي']
مشاركهمجتمعيه;clean;ar;['مشاركهمجتمعيه']
مشروعمجتمعي;clean;ar;['مشروعمجتمعي']
تطوعطلابي;clean;ar;['تطوعطلابي']
مبادرهمجتمعيه;clean;ar;['مبادرهمجتمعيه']
عملمجتمعي;clean;ar;['عملمجتمعي']
تحفيزمجتمعي;clean;ar;['تحفيزمجتمعي']
قيادهمجتمعيه;clean;ar;['قيادهمجتمعيه']
تعاونمجتمعي;clean;ar;['تعاونمجتمعي']
تفاعلمجتمعي;clean;ar;['تفاعلمجتمعي']
تنميهمجتمعيه;clean;ar;['تنميهمجتمعيه']
ابداعمهني;clean;ar;['ابداعمهني']
مهاراتعمل;clean;ar;['مهاراتعمل']
تدريبمهني;clean;ar;['تدريبمهني']
مشروعمهني;clean;ar;['مشروعمهني']
خبرهمهنيه;clean;ar;['خبرهمهنيه']
مهاراتعمليه;clean;ar;['مهاراتعمليه']
تنظيممهني;clean;ar;['تنظيممهني']
حلمشكلاتعمليه;clean;ar;['حلمشكلاتعمليه']
تطويرمهني;clean;ar;['تطويرمهني']
ابداعوظيفي;clean;ar;['ابداعوظيفي']
فرصوظيفيه;clean;ar;['فرصوظيفيه']
توظيففعال;clean;ar;['توظيففعال']
تدريبوظيفي;clean;ar;['تدريبوظيفي']
تحفيزوظيفي;clean;ar;['تحفيزوظيفي']
مشاركهوظيفيه;clean;ar;['مشاركهوظيفيه']
مهاراتقيادهوظيفيه;clean;ar;['مهاراتقيادهوظيفيه']
مهاراتاجتماعيهوظيفيه;clean;ar;['مهاراتاجتماعيهوظيفيه']
مهاراتعملجماعي;clean;ar;['مهاراتعملجماعي']
ادارهمشاريع;clean;ar;['ادارهمشاريع']
تخطيطمشاريع;clean;ar;['تخطيطمشاريع']
تنفيذمشاريع;clean;ar;['تنفيذمشاريع']
تقييممشاريع;clean;ar;['تقييممشاريع']
متابعهمشاريع;clean;ar;['متابعهمشاريع']
اشرافمشاريع;clean;ar;['اشرافمشاريع']
تنظيممشاريع;clean;ar;['تنظيممشاريع']
ابداعمشاريع;clean;ar;['ابداعمشاريع']
ابتكارمشاريع;clean;ar;['ابتكارمشاريع']
حلمشكلاتمشاريع;clean;ar;['حلمشكلاتمشاريع']
مشروعنهاييطلابي;clean;ar;['مشروعنهاييطلابي']
تطويرنهايي;clean;ar;['تطويرنهايي']
اعدادنهايي;clean;ar;['اعدادنهايي']
مراجعهنهاييه;clean;ar;['مراجعهنهاييه']
عرضنهايي;clean;ar;['عرضنهايي']
تقديمنهايي;clean;ar;['تقديمنهايي']
نجاحنهايي;clean;ar;['نجاحنهايي']
تحفيزنهايي;clean;ar;['تحفيزنهايي']
ابداعنهايي;clean;ar;['ابداعنهايي']
فرصتوظيف;clean;ar;['فرصتوظيف']
تطويرتوظيف;clean;ar;['تطويرتوظيف']
توجيهتوظيف;clean;ar;['توجيهتوظيف']
ارشادوظيفي;clean;ar;['ارشادوظيفي']
تاهيلوظيفي;clean;ar;['تاهيلوظيفي']
تدريبتوظيف;clean;ar;['تدريبتوظيف']
تجربهوظيفيه;clean;ar;['تجربهوظيفيه']
مشروعوظيفي;clean;ar;['مشروعوظيفي']
ادارهوظيفيه;clean;ar;['ادارهوظيفيه']
قيادهوظيفيه;clean;ar;['قيادهوظيفيه']
عملجماعيوظيفي;clean;ar;['عملجماعيوظيفي']
مهاراتوظيفيه;clean;ar;['مهاراتوظيفيه']
حلمشكلاتوظيفيه;clean;ar;['حلمشكلاتوظيفيه']
ابداعمهنيوظيفي;clean;ar;['ابداعمهنيوظيفي']
مبادرهوظيفيه;clean;ar;['مبادرهوظيفيه']
اشرافوظيفي;clean;ar;['اشرافوظيفي']
تخطيطوظيفي;clean;ar;['تخطيطوظيفي']
تقييموظيفي;clean;ar;['تقييموظيفي']
تطويرمهنيوظيفي;clean;ar;['تطويرمهنيوظيفي']
تحفيزمهني;clean;ar;['تحفيزمهني']
ابداعمهنيعملي;clean;ar;['ابداعمهنيعملي']
مهاراتعمليهوظيفيه;clean;ar;['مهاراتعمليهوظيفيه']
تجربهعمليهوظيفيه;clean;ar;['تجربهعمليهوظيفيه']
فرصتطويرمهني;clean;ar;['فرصتطويرمهني']
توجيهمهنيوظيفي;clean;ar;['توجيهمهنيوظيفي']
ارشادمهني;clean;ar;['ارشادمهني']
موتمرمهني;clean;ar;['موتمرمهني']
ورشهعمل;clean;ar;['ورشهعمل']
ندوهعلميه;clean;ar;['ندوهعلميه']
محاضرهعلميه;clean;ar;['محاضرهعلميه']
تبادلمعرفهمهني;clean;ar;['تبادلمعرفهمهني']
استشارهمهنيه;clean;ar;['استشارهمهنيه']
تطويرمعرفه;clean;ar;['تطويرمعرفه']
تعليممستمرمهني;clean;ar;['تعليممستمرمهني']
تعليمالكترونيمهني;clean;ar;['تعليمالكترونيمهني']
ابداعتعليمي;clean;ar;['ابداعتعليمي']
مبادرهتعليميهعمليه;clean;ar;['مبادرهتعليميهعمليه']
حلمشكلاتتعليميه;clean;ar;['حلمشكلاتتعليميه']
تنميهمعرفه;clean;ar;['تنميهمعرفه']
مهاراتبحث;clean;ar;['مهاراتبحث']
مهاراتتحليل;clean;ar;['مهاراتتحليل']
مهاراتعرض;clean;ar;['مهاراتعرض']
تقييماداءطلابي;clean;ar;['تقييماداءطلابي']
تطويرذات;clean;ar;['تطويرذات']
تنميهذات;clean;ar;['تنميهذات']
تحسيناداء;clean;ar;['تحسيناداء']
تعليمتفاعليمهني;clean;ar;['تعليمتفاعليمهني']
تدريبتفاعلي;clean;ar;['تدريبتفاعلي']
مهاراتتعليميه;clean;ar;['مهاراتتعليميه']
تجربهتعليميهتفاعليه;clean;ar;['تجربهتعليميهتفاعليه']
ابداعطلابيمجتمعي;clean;ar;['ابداعطلابيمجتمعي']
مهاراتقياديهطلابيه;clean;ar;['مهاراتقياديهطلابيه']
تعاونطلابيمجتمعي;clean;ar;['تعاونطلابيمجتمعي']
مشاركهمجتمعيهطلابيه;clean;ar;['مشاركهمجتمعيهطلابيه']
حلمشكلاتطلابيه;clean;ar;['حلمشكلاتطلابيه']
ابتكارطلابيمجتمعي;clean;ar;['ابتكارطلابيمجتمعي']
ابداعطلابيوظيفي;clean;ar;['ابداعطلابيوظيفي']
اعدادطلابيمهني;clean;ar;['اعدادطلابيمهني']
تطويرطلابيمهني;clean;ar;['تطويرطلابيمهني']
تحفيزطلابيمهني;clean;ar;['تحفيزطلابيمهني']
قيادهطلابيهعمليه;clean;ar;['قيادهطلابيهعمليه']
تنظيمطلابيمهني;clean;ar;['تنظيمطلابيمهني']
تفاعلطلابيمهني;clean;ar;['تفاعلطلابيمهني']
غبي;toxic;ar;['غبي']
احمق;toxic;ar;['احمق']
ابله;toxic;ar;['ابله']
قبيح;toxic;ar;['قبيح']
مجنون;toxic;ar;['مجنون']
كسول;toxic;ar;['كسول']
مزعج;toxic;ar;['مزعج']
نذل;toxic;ar;['نذل']
وضيع;toxic;ar;['وضيع']
حقير;toxic;ar;['حقير']
خنزير;toxic;ar;['خنزير']
غشاش;toxic;ar;['غشاش']
كذاب;toxic;ar;['كذاب']
محتال;toxic;ar;['محتال']
جبان;toxic;ar;['جبان']
مثيرللشفقه;toxic;ar;['مثيرللشفقه']
متسخ;toxic;ar;['متسخ']
مقرف;toxic;ar;['مقرف']
متعفن;toxic;ar;['متعفن']
نتن;toxic;ar;['نتن']
فظيع;toxic;ar;['فظيع']
مفسد;toxic;ar;['مفسد']
متنمر;toxic;ar;['متنمر']
منافق;toxic;ar;['منافق']
جاحد;toxic;ar;['جاحد']
ماكر;toxic;ar;['ماكر']
متلاعب;toxic;ar;['متلاعب']
شرير;toxic;ar;['شرير']
مستغل;toxic;ar;['مستغل']
مغفل;toxic;ar;['مغفل']
ساخط;toxic;ar;['ساخط']
حقود;toxic;ar;['حقود']
تافه;toxic;ar;['تافه']
غيور;toxic;ar;['غيور']
دنيء;toxic;ar;['دنيء']
بغيض;toxic;ar;['بغيض']
مكروه;toxic;ar;['مكروه']
مقزز;toxic;ar;['مقزز']
مهين;toxic;ar;['مهين']
منحرف;toxic;ar;['منحرف']
فاسد;toxic;ar;['فاسد']
غيراخلاقي;toxic;ar;['غيراخلاقي']
عنيف;toxic;ar;['عنيف']
همجي;toxic;ar;['همجي']
مخزي;toxic;ar;['مخزي']
وحشي;toxic;ar;['وحشي']
غدار;toxic;ar;['غدار']
متسلط;toxic;ar;['متسلط']
مبتذل;toxic;ar;['مبتذل']
انتقامي;toxic;ar;['انتقامي']
ظالم;toxic;ar;['ظالم']
مهمل;toxic;ar;['مهمل']
متهور;toxic;ar;['متهور']
مستهتر;toxic;ar;['مستهتر']
خبيث;toxic;ar;['خبيث']
محبط;toxic;ar;['محبط']
مستهزء;toxic;ar;['مستهزء']
سخيف;toxic;ar;['سخيف']
متكبر;toxic;ar;['متكبر']
كلب;toxic;ar;['كلب']
حيوان;toxic;ar;['حيوان']
حمار;toxic;ar;['حمار']
عبيط;toxic;ar;['عبيط']
اهطل;toxic;ar;['اهطل']
اهبل;toxic;ar;['اهبل']
مجرم;toxic;ar;['مجرم']
جريمه;toxic;ar;['جريمه']
كذب;toxic;ar;['كذب']
اهانه;toxic;ar;['اهانه']
خداع;toxic;ar;['خداع']
احتقار;toxic;ar;['احتقار']
اختلاس;toxic;ar;['اختلاس']
خسيس;toxic;ar;['خسيس']
همجي;toxic;ar;['همجي']
حرامي;toxic;ar;['حرامي']
زباله;toxic;ar;['زباله']
رديء;toxic;ar;['رديء']
سيء;toxic;ar;['سيء']
stupid;toxic;en;['stupid']
idiot;toxic;en;['idiot']
moron;toxic;en;['moron']
dumb;toxic;en;['dumb']
fool;toxic;en;['fool']
loser;toxic;en;['loser']
worthless;toxic;en;['worthless']
ugly;toxic;en;['ugly']
crazy;toxic;en;['crazy']
lazy;toxic;en;['lazy']
jerk;toxic;en;['jerk']
bastard;toxic;en;['bastard']
scumbag;toxic;en;['scumbag']
asshole;toxic;en;['asshole']
bitch;toxic;en;['bitch']
slut;toxic;en;['slut']
pig;toxic;en;['pig']
rat;toxic;en;['rat']
cheater;toxic;en;['cheater']
liar;toxic;en;['liar']
fraud;toxic;en;['fraud']
coward;toxic;en;['coward']
weak;toxic;en;['weak']
pathetic;toxic;en;['pathetic']
trash;toxic;en;['trash']
filthy;toxic;en;['filthy']
rotten;toxic;en;['rotten']
sick;toxic;en;['sick']
nasty;toxic;en;['nasty']
horrible;toxic;en;['horrible']
vile;toxic;en;['vile']
disgusting;toxic;en;['disgusting']
gross;toxic;en;['gross']
nasty;toxic;en;['nasty']
repulsive;toxic;en;['repulsive']
deformed;toxic;en;['deformed']
screwed;toxic;en;['screwed']
hateful;toxic;en;['hateful']
evil;toxic;en;['evil']
malicious;toxic;en;['malicious']
sinister;toxic;en;['sinister']
vulgar;toxic;en;['vulgar']
ridiculous;toxic;en;['ridiculous']
untrustworthy;toxic;en;['untrustworthy']
incompetent;toxic;en;['incompetent']
inept;toxic;en;['inept']
clueless;toxic;en;['clueless']
negligent;toxic;en;['negligent']
schemer;toxic;en;['schemer']
hypocrite;toxic;en;['hypocrite']
traitor;toxic;en;['traitor']
manipulator;toxic;en;['manipulator']
tyrant;toxic;en;['tyrant']
bully;toxic;en;['bully']
scoundrel;toxic;en;['scoundrel']
backstabber;toxic;en;['backstabber']
snob;toxic;en;['snob']
snitch;toxic;en;['snitch']
slacker;toxic;en;['slacker']
pest;toxic;en;['pest']
creep;toxic;en;['creep']
psycho;toxic;en;['psycho']
insane;toxic;en;['insane']
freak;toxic;en;['freak']
hater;toxic;en;['hater']
arrogant;toxic;en;['arrogant']
brat;toxic;en;['brat']
cow;toxic;en;['cow']
clown;toxic;en;['clown']
bonehead;toxic;en;['bonehead']
nitwit;toxic;en;['nitwit']
dope;toxic;en;['dope']
dork;toxic;en;['dork']
blockhead;toxic;en;['blockhead']
imbecile;toxic;en;['imbecile']
nincompoop;toxic;en;['nincompoop']
weirdo;toxic;en;['weirdo']
peasant;toxic;en;['peasant']
wimp;toxic;en;['wimp']
cheap;toxic;en;['cheap']
mean;toxic;en;['mean']
cruel;toxic;en;['cruel']
savage;toxic;en;['savage']
monstrous;toxic;en;['monstrous']
oppressor;toxic;en;['oppressor']
villain;toxic;en;['villain']
villian;toxic;en;['villian']
evildoer;toxic;en;['evildoer']
bigot;toxic;en;['bigot']
braggart;toxic;en;['braggart']
buffoon;toxic;en;['buffoon']
chauvinist;toxic;en;['chauvinist']
chauvinistic;toxic;en;['chauvinistic']
cowardly;toxic;en;['cowardly']
dictator;toxic;en;['dictator']
domineering;toxic;en;['domineering']
egotist;toxic;en;['egotist']
fiend;toxic;en;['fiend']
greedy;toxic;en;['greedy']
gross;toxic;en;['gross']
heinous;toxic;en;['heinous']
horrendous;toxic;en;['horrendous']
ignorant;toxic;en;['ignorant']
immoral;toxic;en;['immoral']
insidious;toxic;en;['insidious']
jealous;toxic;en;['jealous']
judgmental;toxic;en;['judgmental']
loathsome;toxic;en;['loathsome']
malevolent;toxic;en;['malevolent']
maniac;toxic;en;['maniac']
meanie;toxic;en;['meanie']
miser;toxic;en;['miser']
miscreant;toxic;en;['miscreant']
misfit;toxic;en;['misfit']
mischief;toxic;en;['mischief']
narcissist;toxic;en;['narcissist']
nefarious;toxic;en;['nefarious']
nogood;toxic;en;['nogood']
obnoxious;toxic;en;['obnoxious']
odious;toxic;en;['odious']
oppressive;toxic;en;['oppressive']
parasitic;toxic;en;['parasitic']
pariah;toxic;en;['pariah']
pedantic;toxic;en;['pedantic']
pervert;toxic;en;['pervert']
pessimist;toxic;en;['pessimist']
pigheaded;toxic;en;['pigheaded']
prejudiced;toxic;en;['prejudiced']
pretentious;toxic;en;['pretentious']
procrastinator;toxic;en;['procrastinator']
radical;toxic;en;['radical']
rude;toxic;en;['rude']
sadist;toxic;en;['sadist']
scavenger;toxic;en;['scavenger']
screwup;toxic;en;['screwup']
selfish;toxic;en;['selfish']
shameless;toxic;en;['shameless']
sickening;toxic;en;['sickening']
sloppy;toxic;en;['sloppy']
sneaky;toxic;en;['sneaky']
spineless;toxic;en;['spineless']
spoiled;toxic;en;['spoiled']
stalker;toxic;en;['stalker']
stubborn;toxic;en;['stubborn']
sucker;toxic;en;['sucker']
traitorous;toxic;en;['traitorous']
tyrannical;toxic;en;['tyrannical']
unfair;toxic;en;['unfair']
ungrateful;toxic;en;['ungrateful']
unenlightened;toxic;en;['unenlightened']
unethical;toxic;en;['unethical']
unfriendly;toxic;en;['unfriendly']
unkind;toxic;en;['unkind']
unreliable;toxic;en;['unreliable']
unscrupulous;toxic;en;['unscrupulous']
untalented;toxic;en;['untalented']
unworthy;toxic;en;['unworthy']
vacuous;toxic;en;['vacuous']
vindictive;toxic;en;['vindictive']
vulgarity;toxic;en;['vulgarity']
waste;toxic;en;['waste']
wasting;toxic;en;['wasting']
weakling;toxic;en;['weakling']
wicked;toxic;en;['wicked']
worthless;toxic;en;['worthless']
wretched;toxic;en;['wretched']
zealot;toxic;en;['zealot']
zealous;toxic;en;['zealous']
abusive;toxic;en;['abusive']
aggressive;toxic;en;['aggressive']
anarchist;toxic;en;['anarchist']
anxious;toxic;en;['anxious']
apathy;toxic;en;['apathy']
apathetic;toxic;en;['apathetic']
arrears;toxic;en;['arrears']
arrogance;toxic;en;['arrogance']
asocial;toxic;en;['asocial']
avaricious;toxic;en;['avaricious']
belligerent;toxic;en;['belligerent']
belittler;toxic;en;['belittler']
biast;toxic;en;['biast']
blamer;toxic;en;['blamer']
blatant;toxic;en;['blatant']
boastful;toxic;en;['boastful']
brutal;toxic;en;['brutal']
callous;toxic;en;['callous']
chaotic;toxic;en;['chaotic']
clumsy;toxic;en;['clumsy']
coldhearted;toxic;en;['coldhearted']
contemptuous;toxic;en;['contemptuous']
corrupt;toxic;en;['corrupt']
cowardice;toxic;en;['cowardice']
crass;toxic;en;['crass']
craven;toxic;en;['craven']
critical;toxic;en;['critical']
cynical;toxic;en;['cynical']
dangerous;toxic;en;['dangerous']
dastardly;toxic;en;['dastardly']
deadbeat;toxic;en;['deadbeat']
defiant;toxic;en;['defiant']
delinquent;toxic;en;['delinquent']
demented;toxic;en;['demented']
deranged;toxic;en;['deranged']
despicable;toxic;en;['despicable']
destructive;toxic;en;['destructive']
destructivetype;toxic;en;['destructivetype']
devious;toxic;en;['devious']
difficult;toxic;en;['difficult']
dirtbag;toxic;en;['dirtbag']
distasteful;toxic;en;['distasteful']
distrustful;toxic;en;['distrustful']
domineer;toxic;en;['domineer']
egoist;toxic;en;['egoist']
envious;toxic;en;['envious']
exploiter;toxic;en;['exploiter']
fanatic;toxic;en;['fanatic']
fickle;toxic;en;['fickle']
ferocious;toxic;en;['ferocious']
frivolous;toxic;en;['frivolous']
gauche;toxic;en;['gauche']
gloomy;toxic;en;['gloomy']
grasping;toxic;en;['grasping']
grimy;toxic;en;['grimy']
grudge;toxic;en;['grudge']
grumpy;toxic;en;['grumpy']
glib;toxic;en;['glib']
harassing;toxic;en;['harassing']
harsh;toxic;en;['harsh']
hatefulness;toxic;en;['hatefulness']
heinousness;toxic;en;['heinousness']
hostile;toxic;en;['hostile']
hustler;toxic;en;['hustler']
ignoramus;toxic;en;['ignoramus']
imbecility;toxic;en;['imbecility']
immature;toxic;en;['immature']
immoralist;toxic;en;['immoralist']
impolite;toxic;en;['impolite']
impractical;toxic;en;['impractical']
impulsive;toxic;en;['impulsive']
inconsiderate;toxic;en;['inconsiderate']
indecent;toxic;en;['indecent']
indifferent;toxic;en;['indifferent']
ineffective;toxic;en;['ineffective']
infamous;toxic;en;['infamous']
insensitive;toxic;en;['insensitive']
insolent;toxic;en;['insolent']
instigator;toxic;en;['instigator']
intolerant;toxic;en;['intolerant']
irrational;toxic;en;['irrational']
irresponsible;toxic;en;['irresponsible']
jaded;toxic;en;['jaded']
judgmentalist;toxic;en;['judgmentalist']
leech;toxic;en;['leech']
liability;toxic;en;['liability']
lout;toxic;en;['lout']
malcontent;toxic;en;['malcontent']
malignant;toxic;en;['malignant']
maneater;toxic;en;['maneater']
mercenary;toxic;en;['mercenary']
misbehaver;toxic;en;['misbehaver']
misogynist;toxic;en;['misogynist']
moaner;toxic;en;['moaner']
narrowminded;toxic;en;['narrowminded']
neglectful;toxic;en;['neglectful']
negligence;toxic;en;['negligence']
nuisance;toxic;en;['nuisance']
obdurate;toxic;en;['obdurate']
oddball;toxic;en;['oddball']
outcast;toxic;en;['outcast']
parasitical;toxic;en;['parasitical']
patronizer;toxic;en;['patronizer']
peevish;toxic;en;['peevish']
predator;toxic;en;['predator']
prehistoric;toxic;en;['prehistoric']
prig;toxic;en;['prig']
provoker;toxic;en;['provoker']
pushover;toxic;en;['pushover']
querulous;toxic;en;['querulous']
quitter;toxic;en;['quitter']
rancorous;toxic;en;['rancorous']
reckless;toxic;en;['reckless']
reprobate;toxic;en;['reprobate']
resentful;toxic;en;['resentful']
revengeful;toxic;en;['revengeful']
revolting;toxic;en;['revolting']
savagetype;toxic;en;['savagetype']
scheming;toxic;en;['scheming']
scornful;toxic;en;['scornful']
selfcentered;toxic;en;['selfcentered']
selfdestructive;toxic;en;['selfdestructive']
sneer;toxic;en;['sneer']
snide;toxic;en;['snide']
sorehead;toxic;en;['sorehead']
sour;toxic;en;['sour']
spinelesstype;toxic;en;['spinelesstype']
spiteful;toxic;en;['spiteful']
squalid;toxic;en;['squalid']
standoffish;toxic;en;['standoffish']
stiff;toxic;en;['stiff']
stonehearted;toxic;en;['stonehearted']
studmuffin sarcastic;toxic;en;['studmuffin', 'sarcastic']
stupidass;toxic;en;['stupidass']
subversive;toxic;en;['subversive']
suspicious;toxic;en;['suspicious']
tactless;toxic;en;['tactless']
temperamental;toxic;en;['temperamental']
thorn;toxic;en;['thorn']
thug;toxic;en;['thug']
tolerant negatively used;toxic;en;['tolerant', 'negatively', 'used']
tormentor;toxic;en;['tormentor']
traitortype;toxic;en;['traitortype']
troublemaker;toxic;en;['troublemaker']
tyranttype;toxic;en;['tyranttype']
unapproachable;toxic;en;['unapproachable']
unbalanced;toxic;en;['unbalanced']
uncaring;toxic;en;['uncaring']
unchristian;toxic;en;['unchristian']
uncouth;toxic;en;['uncouth']
undependable;toxic;en;['undependable']
undesirable;toxic;en;['undesirable']
unethicaltype;toxic;en;['unethicaltype']
unfeeling;toxic;en;['unfeeling']
ungodly;toxic;en;['ungodly']
ungrateful;toxic;en;['ungrateful']
unhinged;toxic;en;['unhinged']
unkindhearted;toxic;en;['unkindhearted']
unpleasant;toxic;en;['unpleasant']
unsavory;toxic;en;['unsavory']
unsightly;toxic;en;['unsightly']
unsympathetic;toxic;en;['unsympathetic']
untoward;toxic;en;['untoward']
untrustable;toxic;en;['untrustable']
vengeful;toxic;en;['vengeful']
venomous;toxic;en;['venomous']
